Time:10,MemFree,Buffers,Cached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),Dirty,Writeback,Mapped,Slab
3413,117844,67296,1545492,1397320,1140456,927604,47544,469716,1092912,116,0,384888,334728
3423,107956,67348,1545292,1406504,1140252,936732,47536,469772,1092716,68,0,386520,334624
3434,126516,67368,1545316,1388868,1140328,919128,47540,469740,1092788,56,0,385324,334368
3444,126512,67384,1545296,1388616,1140320,918872,47540,469744,1092780,20,0,385368,334544
3453,114080,67392,1545336,1398368,1140336,928592,47540,469776,1092796,36,0,386604,334560
3463,99180,67444,1545508,1400424,1140556,930644,47540,469780,1093016,148,0,385400,334536
3473,81444,67460,1545516,1401152,1140560,931352,47540,469800,1093020,4,0,385932,334648
3484,81808,67484,1543888,1423124,1138940,953312,47540,469812,1091400,92,0,388776,334288
3493,66140,67716,1540012,1426896,1135216,957000,47548,469896,1087668,268,0,391956,334088
3503,61128,67736,1537152,1427564,1132356,957648,47548,469916,1084808,88,0,392236,333448
3514,71688,67752,1535284,1421044,1130512,951136,47548,469908,1082964,28,0,392580,333464
3523,114948,67784,1531372,1422156,1126600,952216,47548,469940,1079052,64,0,392436,332848
3534,61880,67812,1526304,1444860,1120872,974232,47548,470628,1073324,104,0,395972,333120
3543,86904,67828,1525396,1442064,1119544,971000,47548,471064,1071996,276,0,395648,333568
3554,110636,67864,1524912,1403432,1119020,932292,47540,471140,1071480,108,0,389924,333384
3563,111588,67872,1524920,1402008,1119028,930860,47540,471148,1071488,36,0,389880,333296
3574,109988,67884,1524924,1403220,1119036,932064,47540,471156,1071496,76,0,389880,333368
3584,110704,67900,1524892,1402368,1119028,931220,47540,471148,1071488,40,0,389896,333272
3593,75392,67916,1524956,1413080,1119072,941896,47540,471184,1071532,84,0,393416,333624
3603,71444,67948,1524976,1415672,1119112,944476,47540,471196,1071572,84,0,394364,333920
3613,72672,67964,1524988,1415872,1119132,944668,47540,471204,1071592,24,0,393968,333784
3623,80584,68016,1525036,1419400,1119204,948168,47548,471232,1071656,168,0,392528,333912
3634,92156,68028,1525004,1420404,1119180,949168,47548,471236,1071632,36,0,393008,333856
3644,96036,68036,1525388,1414812,1119560,943564,47548,471248,1072012,36,0,393040,333880
3654,88156,68048,1525432,1416764,1119576,945496,47548,471268,1072028,104,0,395420,333968
3663,84568,68088,1524472,1420584,1118612,949252,47548,471332,1071064,60,0,395624,333960
3673,85004,68104,1524480,1420164,1118636,948832,47548,471332,1071088,8,0,395580,334000
3683,88660,68116,1525688,1408388,1117020,934220,47548,474168,1069472,520,0,390040,333760
3693,93012,68128,1524484,1406044,1115812,931860,47548,474184,1068264,44,0,389816,333384
3703,92448,68140,1524484,1406208,1115808,932008,47548,474200,1068260,36,0,389816,333408
3713,91528,68148,1524500,1406892,1115828,932688,47548,474204,1068280,36,0,389820,333392
3723,81192,68156,1524508,1417016,1115828,942796,47548,474220,1068280,4,0,390756,333432
3733,64916,68196,1523284,1416148,1114600,941884,47540,474264,1067060,0,0,389416,332752
3743,58052,68316,1518300,1477112,1107212,1000496,47540,476616,1059672,6196,20,398068,332512
3753,68244,68356,1516600,1466264,1105252,989176,47540,477088,1057712,192,0,397156,332808
3763,74380,68372,1502180,1484456,1089108,1005628,47540,478828,1041568,144,0,396588,332232
3774,64688,68388,1489108,1495196,1076064,1016380,47540,478816,1028524,0,0,397756,331328
3784,122280,68420,1490732,1457772,1077232,978616,47540,479156,1029692,124,0,392384,331576
3793,125216,68436,1489340,1455980,1076292,977112,47540,478868,1028752,32,0,392344,331656
3804,124768,68452,1489320,1455896,1076292,977032,47540,478864,1028752,40,0,392340,331568
3813,126320,68464,1489356,1454620,1076312,975728,47540,478892,1028772,36,0,392372,331728
3823,115276,68480,1489372,1463808,1076316,984888,47540,478920,1028776,72,0,393544,331696
3833,112632,68500,1489384,1465980,1076356,987068,47540,478912,1028816,72,0,393660,331752
3844,97520,68516,1489396,1465060,1076364,986128,47540,478932,1028824,48,0,392188,331920
3853,87408,68572,1491644,1489800,1077648,1009848,47540,479952,1030108,100,0,393472,332080
3863,57588,68604,1490800,1486996,1076688,1007012,47540,479984,1029148,148,0,393228,331928
3873,65604,68628,1487952,1485164,1073972,1005172,47540,479992,1026432,8,0,393804,331408
3883,108852,68648,1483352,1485136,1069472,1005232,47540,479904,1021932,20,0,393692,331032
3893,62952,68676,1469088,1511060,1055332,1031204,47540,479856,1007792,128,0,399104,330744
3903,65652,68696,1469916,1501156,1056112,1021280,47540,479876,1008572,408,0,394148,331376
3913,113880,68724,1469156,1467060,1055368,987164,47540,479896,1007828,84,0,391908,331544
3924,115568,68736,1469136,1465924,1055360,986028,47540,479896,1007820,32,0,391964,331496
3933,115384,68744,1469172,1465932,1055380,986012,47540,479920,1007840,40,0,391912,331480
3943,114420,68756,1469180,1466628,1055380,986696,47540,479932,1007840,28,0,391916,331528
3953,78644,68772,1469208,1477420,1055408,997464,47540,479956,1007868,92,0,394572,332088
3964,85672,68880,1469224,1495928,1055420,1015860,47540,480068,1007880,84,0,396540,332208
3973,78308,68992,1470048,1500092,1056280,1019948,47540,480144,1008740,12,0,397536,332440
3984,70672,69016,1470972,1505908,1056196,1024732,47576,481176,1008620,104,0,398364,332408
3993,86108,69084,1471024,1495644,1056264,1014416,47576,481228,1008688,92,0,398148,332680
4003,82148,69128,1471088,1496968,1056280,1015648,47568,481320,1008712,20,0,396560,332704
4014,91500,69184,1458228,1498448,1043468,1017128,47568,481320,995900,900,0,394908,331000
4023,100072,69204,1456704,1496124,1041948,1014780,47568,481344,994380,88,0,394484,331184
4034,110284,69224,1456684,1485524,1041956,1004188,47568,481336,994388,36,0,394552,331320
4043,110496,69236,1456716,1485404,1041976,1004044,47568,481360,994408,32,0,394512,331400
4053,121372,69288,1456792,1486052,1041972,1004564,47568,481488,994404,76,0,393392,331440
4063,110952,69308,1457312,1495068,1041832,1012904,47568,482164,994264,8,0,394628,331744
4101,67212,69528,1471192,1513536,1051856,1027296,47620,486240,1004236,24,0,397440,331616
4112,73648,69568,1471220,1503564,1051872,1017272,47620,486292,1004252,72,0,397780,331768
4121,73512,69620,1471688,1503632,1051880,1016820,47592,486812,1004288,16,0,397732,331792
4131,73920,69620,1471772,1502860,1051880,1015968,47592,486892,1004288,0,0,397732,332088
4142,73868,69628,1471752,1503564,1051872,1016676,47592,486888,1004280,4,0,397756,332192
4151,74888,69644,1471788,1502252,1051900,1015340,47592,486912,1004308,32,0,397736,332240
4162,74908,69660,1471768,1502180,1051904,1015276,47592,486904,1004312,4,0,397752,332288
4171,73260,69672,1472316,1503072,1051924,1015628,47592,487444,1004332,32,0,397776,332384
4182,74204,69680,1472300,1502436,1051912,1014988,47592,487448,1004320,0,0,397752,332448
4191,73852,69696,1472336,1502956,1051940,1015484,47592,487472,1004348,32,0,397736,332272
4201,73620,69712,1472884,1503304,1052008,1015344,47620,487960,1004388,20,0,397768,332232
4212,70108,69724,1473416,1506796,1052020,1018296,47632,488500,1004388,52,0,397800,332128
4221,76396,69748,1473844,1503180,1051908,1014112,47540,489068,1004368,60,0,397696,332144
4232,68040,69808,1471860,1510952,1047840,1019748,47560,491204,1000280,160,0,398044,331696
4241,66840,69860,1472444,1512632,1047932,1020880,47572,491752,1000360,96,0,398000,331808
4251,68272,69896,1472492,1510380,1048000,1018612,47576,491768,1000424,12,0,398004,331960
4262,66996,69900,1472984,1512744,1047968,1020448,47576,492296,1000392,12,0,397992,332096
4271,67824,69904,1473020,1510964,1047980,1018640,47576,492324,1000404,8,0,398008,332128
4281,68752,69916,1473028,1510292,1047976,1017944,47576,492348,1000400,8,0,398004,332112
4292,69116,69924,1473008,1509772,1047976,1017436,47576,492336,1000400,8,0,398024,332248
4301,69592,69936,1473044,1509064,1047996,1016700,47576,492364,1000420,8,0,398008,332448
4312,68968,69944,1473396,1509572,1047984,1016836,47576,492736,1000408,4,0,398056,332272
4322,69680,69960,1473432,1509176,1048012,1016416,47576,492760,1000436,8,0,398008,332152
4332,69672,69972,1473440,1509304,1048020,1016532,47576,492772,1000444,8,0,398024,332240
4343,65520,69988,1473456,1513532,1048052,1020760,47612,492772,1000440,8,0,398084,332304
4352,61388,70064,1452800,1514436,1027308,1021496,47540,492940,979768,144,0,398312,330632
4362,75520,70124,1449464,1501972,1024024,1009024,47540,492948,976484,596,0,396940,330288
4372,67724,70184,1448596,1509188,1023184,1016208,47540,492980,975644,40,0,398012,330560
4382,67456,70192,1448612,1509500,1023192,1016504,47540,492996,975652,12,0,398140,330920
4392,104564,70272,1193048,1583980,758272,1081552,48176,502428,710096,132,0,403064,321184
4403,64600,70296,1187348,1583892,751660,1081000,48456,502892,703204,7680,0,404176,319488
4414,64680,70320,1224268,1587016,786916,1081928,48584,505088,738332,2336,0,404316,318520
4426,63772,70336,1266956,1590104,826932,1082428,48624,507676,778308,5536,0,404312,318048
4437,135168,70348,1206684,1595380,763588,1084648,47992,510732,715596,372,0,403852,317968
4449,73460,70544,1233092,1619096,767540,1085712,53280,533384,714260,36,0,414228,318832
4459,66688,70668,1214804,1667432,732296,1116968,47992,550464,684304,20,0,424288,318896
4470,81016,70736,1137156,1674528,691840,1161188,47992,513340,643848,12,0,410564,319200
4479,194264,70772,1136672,1570760,691040,1056972,47544,513788,643496,108,0,401964,318816
4489,191948,70788,1136672,1571392,691048,1057596,47544,513796,643504,44,0,401976,319016
4500,82000,70832,1137340,1620428,691704,1106576,48180,513852,643524,32,0,403872,319896
4512,81656,70864,1137352,1616564,691716,1102684,48180,513880,643536,48,0,404200,319824
4522,65396,70884,1137276,1616788,691652,1102896,48084,513892,643568,8,0,404012,319664
4534,68200,70916,1137324,1611444,691604,1097424,48180,514020,643424,48,0,404016,319712
4544,112024,70952,1137612,1564824,691888,1050752,47544,514072,644344,456,0,402564,319624
4558,105284,70972,1136744,1571424,691012,1057336,47544,514088,643468,72,0,403648,319624
4569,104704,70996,1136756,1571908,691040,1057808,47544,514100,643496,64,0,403432,319592
4580,79772,71036,1119860,1615784,676492,1104000,48180,511784,628312,2700,0,404652,317824
4591,112148,71112,1121272,1591076,675856,1077164,47544,513912,628312,212,0,404280,317536
4600,95324,71152,1121292,1592872,675848,1078892,47544,513980,628304,116,0,412880,317840
4611,136184,71184,1111492,1649320,666688,1135980,47540,513340,619148,92,0,406028,317344
4622,151296,71272,1109476,1666108,663904,1152356,48184,513752,615720,1272,0,409440,317968
4632,116644,71412,1047768,1662900,604416,1150756,47800,512144,556616,160,0,442328,318104
4642,245100,71488,1047864,1622420,604556,1110244,47800,512176,556756,0,0,409496,318160
4652,253292,71512,1047808,1614280,604508,1102088,47736,512192,556772,128,0,409116,318248
4662,252456,71528,1047812,1615048,604520,1102848,47736,512200,556784,48,0,409188,318392
4673,94900,71576,1048592,1665872,605308,1153632,48372,512240,556936,32,0,411764,319072
4684,132332,71680,1051140,1620048,607064,1106912,47736,513136,559328,16,0,411464,318688
4693,137112,71736,1053204,1629972,607132,1114784,47736,515188,559396,24,0,409236,318840
4704,128932,71780,1053188,1628728,607180,1113560,47736,515168,559444,100,0,409024,318720
4714,142140,71820,1053240,1629064,607224,1113848,47736,515216,559488,32,0,408968,318584
4724,96260,71884,1053288,1658384,607284,1143116,47736,515268,559548,44,0,411972,318672
4734,125152,71936,1053316,1637836,607356,1122560,47736,515276,559620,8,0,412052,318808
4744,106000,71980,1053340,1644868,607416,1129584,47736,515284,559680,20,0,416616,318808
4754,142492,72020,1053352,1618960,607452,1103660,47736,515300,559716,92,0,415188,318720
4764,138244,72036,1053336,1621672,607448,1106368,47736,515304,559712,40,0,415908,319168
4774,119420,72056,1053384,1624180,607484,1108844,47736,515336,559748,32,0,416288,319296
4785,96236,72072,1053392,1627956,607504,1112616,47736,515340,559768,20,0,416504,319088
4795,65620,72144,1055408,1664240,609600,1148832,47736,515408,561864,12,0,418772,319456
4805,63940,72188,1054132,1664628,608176,1149108,47844,515520,560332,136,0,419084,319912
4815,66412,72260,1054216,1668120,608240,1152504,47800,515616,560440,36,4,419128,319840
4826,80828,72300,1054596,1674152,608624,1158504,47736,515648,560888,16,0,417916,321112
4835,106180,72444,1055476,1636412,609576,1120684,47736,515728,561840,464,0,411528,321040
4846,99484,72452,1054656,1642912,608732,1127160,47736,515752,560996,64,0,412504,321016
4855,98420,72464,1054700,1643544,608756,1127760,47736,515784,561020,4,0,412560,321152
4866,134800,72512,1054724,1650648,608808,1134844,47736,515804,561072,32,0,411160,321080
4876,122076,72568,1055104,1650540,609220,1134712,47736,515828,561484,52,0,413904,323712
4886,75808,72636,1060980,1680736,614944,1164888,47736,515848,567208,132,0,412632,323760
4896,78180,72684,1064088,1713116,618220,1197188,47736,515928,570484,140,0,412884,323536
4907,94732,73860,1060760,1735512,614884,1218404,47736,517108,567148,312,0,408556,323472
4916,116796,73904,1060816,1712532,614752,1195188,47736,517344,567016,8,0,410360,323400
4926,261064,73968,1062756,1636172,616664,1118736,47736,517436,568928,8,0,405832,323280
4937,275904,76344,1062772,1630868,617972,1112348,47736,518520,570236,228,4,405732,321776
4946,298540,76368,1061104,1611132,616276,1092560,47736,518572,568540,4,0,404152,321520
4956,297768,76372,1061116,1611408,616276,1092820,47736,518588,568540,0,0,404192,321424
4966,297600,76396,1061124,1611692,616276,1093072,47736,518620,568540,88,0,404220,321552
4976,298268,76412,1061120,1611092,616296,1092480,47736,518612,568560,24,0,404224,321640
4986,288424,76428,1061144,1621700,616324,1103076,47736,518624,568588,100,0,405304,321720
4996,272236,76456,1061180,1624788,616336,1106120,47736,518668,568600,0,0,404140,321848
5008,159792,76764,1119568,1663860,673908,1144000,48296,519860,625612,2336,24,421140,323648
5017,126940,76884,1139832,1698708,689260,1174080,51112,524628,638148,96,0,428336,324728
5029,87836,77432,1145996,1698636,694940,1172772,51124,525864,643816,160,0,432628,326472
5038,63292,77464,1142908,1727628,691180,1201060,51124,526568,640056,48,0,442944,325464
5048,86268,77512,1144952,1702228,693244,1175632,51128,526596,642116,484,0,433440,326016
5059,104276,77524,1142924,1698420,691244,1171840,51128,526580,640116,8,0,432640,326072
5068,122456,77540,1142960,1680200,691272,1153596,51128,526604,640144,4,0,432656,326144
5079,122940,77552,1142940,1679868,691268,1153268,51128,526600,640140,8,0,432680,326096
