Loop:10,Time,PID,%CPU,Command,Thread/avgs
180,3823,95,4.2,[conn-md-thread],
183,3853,834,3,system_server,
183,3853,2681,3,com.android.settings,ndroid.settings
184,3863,14009,7.1,[hif_thread],
185,3873,57,1.9,[cfinteractive],
186,3883,834,45.7,system_server,
187,3893,21250,9.5,com.android.contacts,ndroid.contacts
187,3893,21296,9.5,com.mediatek.ppl,om.mediatek.ppl
187,3893,7295,4.7,/sbin/adbd,--root_seclabel=u:r:su:s0,
188,3903,834,33.2,system_server,
188,3903,2681,12.1,com.android.settings,ndroid.settings
188,3903,2634,3,com.android.phone,m.android.phone
188,3903,2976,3,com.android.launcher3,droid.launcher3
188,3903,251,3,/system/bin/surfaceflinger,
188,3903,2035,3,[kworker/0:1],
189,3913,2681,10.3,com.android.settings,ndroid.settings
189,3913,251,3.4,/system/bin/surfaceflinger,
189,3913,57,3.4,[cfinteractive],
190,3924,834,0.9,system_server,
190,3924,1878,0.9,com.android.systemui,ndroid.systemui
190,3924,251,0.9,/system/bin/surfaceflinger,
190,3924,284,0.9,/system/bin/aal,Binder_2
191,3934,7295,14.2,/sbin/adbd,--root_seclabel=u:r:su:s0,
192,3944,2976,28.5,com.android.launcher3,droid.launcher3
192,3944,251,14.2,/system/bin/surfaceflinger,
192,3944,57,7.1,[cfinteractive],
192,3944,128,7.1,[frame_update_wo],
193,3954,15409,72,com.android.browser,android.browser
193,3954,21250,8,com.android.contacts,ndroid.contacts
196,3984,152,6.1,[mtk_charger_hv_],
196,3984,153,6.1,[mmcqd/0],
198,4005,2976,26.6,com.android.launcher3,droid.launcher3
198,4005,251,19.9,/system/bin/surfaceflinger,
198,4005,31951,6.6,logcat,-v time,
199,4015,834,3.5,system_server,
199,4015,2976,3.5,com.android.launcher3,droid.launcher3
199,4015,251,3.5,/system/bin/surfaceflinger,
200,4025,15409,11.5,com.android.browser,android.browser
200,4025,2976,11.5,com.android.launcher3,droid.launcher3
200,4025,15432,7.6,com.android.browser:service,browser:service
200,4025,834,3.8,system_server,
200,4025,251,3.8,/system/bin/surfaceflinger,
201,4035,15409,24,com.android.browser,android.browser
201,4035,251,4,/system/bin/surfaceflinger,
201,4035,7295,4,/sbin/adbd,--root_seclabel=u:r:su:s0,
201,4035,13093,4,logcat,-v time,
201,4035,30912,4,[kworker/u16:8],
202,4045,15409,51.7,com.android.browser,android.browser
202,4045,151,8.6,[bat_thread_kthr],
202,4045,251,4.3,/system/bin/surfaceflinger,
202,4045,7295,4.3,/sbin/adbd,--root_seclabel=u:r:su:s0,
202,4045,13093,4.3,logcat,-v time,
202,4045,153,4.3,[mmcqd/0],
202,4045,28623,4.3,[hif_thread],
203,4056,834,6.6,system_server,
205,4075,2976,3,com.android.launcher3,droid.launcher3
205,4075,251,2,/system/bin/surfaceflinger,
205,4075,1878,1,com.android.systemui,ndroid.systemui
206,4085,834,7.6,system_server,
206,4085,1878,3.8,com.android.systemui,ndroid.systemui
206,4085,2976,3.8,com.android.launcher3,droid.launcher3
207,4095,2976,5.4,com.android.launcher3,droid.launcher3
207,4095,251,1.8,/system/bin/surfaceflinger,
207,4095,24238,0.9,uiautomator,
207,4095,57,0.9,[cfinteractive],
207,4095,128,0.9,[frame_update_wo],
207,4095,30912,0.9,[kworker/u16:8],
207,4095,23166,0.9,[kworker/u16:3],
208,4105,2976,5.2,com.android.launcher3,droid.launcher3
208,4105,251,1.7,/system/bin/surfaceflinger,
208,4105,24236,1.7,logcat,-v time,
210,4125,2976,11.6,com.android.launcher3,droid.launcher3
210,4125,251,7.7,/system/bin/surfaceflinger,
210,4125,834,3.8,system_server,
212,4145,2976,26.6,com.android.launcher3,droid.launcher3
212,4145,251,19.9,/system/bin/surfaceflinger,
212,4145,834,6.6,system_server,
212,4145,23166,6.6,[kworker/u16:3],
213,4155,247,10.7,/sbin/healthd,
213,4155,30390,7.1,logcat,-v time,
213,4155,151,7.1,[bat_thread_kthr],
213,4155,1878,3.5,com.android.systemui,ndroid.systemui
213,4155,251,3.5,/system/bin/surfaceflinger,
213,4155,7295,3.5,/sbin/adbd,--root_seclabel=u:r:su:s0,
213,4155,186,3.5,/sbin/ueventd,
213,4155,19486,3.5,[kworker/u16:0],
214,4165,2976,14.1,com.android.launcher3,droid.launcher3
214,4165,251,7,/system/bin/surfaceflinger,
214,4165,7295,3.5,/sbin/adbd,--root_seclabel=u:r:su:s0,
214,4165,19486,3.5,[kworker/u16:0],
216,4185,834,5.7,system_server,
216,4185,93,5.7,[hps_main],
219,4215,834,49.9,system_server,
219,4215,251,4.5,/system/bin/surfaceflinger,
219,4215,7154,4.5,[kworker/u16:4],
220,4225,1878,18.3,com.android.systemui,ndroid.systemui
220,4225,834,7.3,system_server,
220,4225,251,7.3,/system/bin/surfaceflinger,
220,4225,7295,7.3,/sbin/adbd,--root_seclabel=u:r:su:s0,
220,4225,4473,7.3,logcat,-v time,
220,4225,3083,3.6,com.letv.agnes,
220,4225,284,3.6,/system/bin/aal,Binder_2
220,4225,23166,3.6,[kworker/u16:3],
221,4235,16263,17.3,com.letv.android.weather,android.weather
221,4235,834,4.3,system_server,
221,4235,4476,4.3,uiautomator,
221,4235,251,4.3,/system/bin/surfaceflinger,
221,4235,7295,4.3,/sbin/adbd,--root_seclabel=u:r:su:s0,
221,4235,153,4.3,[mmcqd/0],
221,4235,7154,4.3,[kworker/u16:4],
221,4235,125,4.3,[display_check_a],
222,4245,16263,10.8,com.letv.android.weather,android.weather
222,4245,251,5.4,/system/bin/surfaceflinger,
222,4245,7295,2.7,/sbin/adbd,--root_seclabel=u:r:su:s0,
222,4245,30912,2.7,[kworker/u16:8],
223,4255,19390,46.1,procrank,
223,4255,3083,4.1,com.letv.agnes,
224,4265,834,2.8,system_server,
224,4265,7295,2.8,/sbin/adbd,--root_seclabel=u:r:su:s0,
224,4265,20930,2.8,logcat,-v time,
224,4265,2035,2.8,[kworker/0:1],
225,4275,834,38.4,system_server,
225,4275,2976,19.2,com.android.launcher3,droid.launcher3
225,4275,251,7.6,/system/bin/surfaceflinger,
225,4275,7295,7.6,/sbin/adbd,--root_seclabel=u:r:su:s0,
225,4275,1878,3.8,com.android.systemui,ndroid.systemui
225,4275,16263,3.8,com.letv.android.weather,android.weather
225,4275,3747,3.8,com.letv.android.wallpaperonline,wallpaperonline
225,4275,20930,3.8,logcat,-v time,
226,4285,247,8.2,/sbin/healthd,
226,4285,834,4.1,system_server,
226,4285,1878,4.1,com.android.systemui,ndroid.systemui
226,4285,2634,4.1,com.android.phone,m.android.phone
226,4285,251,4.1,/system/bin/surfaceflinger,
226,4285,284,4.1,/system/bin/aal,Binder_2
226,4285,7295,4.1,/sbin/adbd,--root_seclabel=u:r:su:s0,
226,4285,151,4.1,[bat_thread_kthr],
227,4295,93,7.1,[hps_main],
228,4305,16263,23.4,com.letv.android.weather,android.weather
228,4305,834,2.9,system_server,
228,4305,251,2.9,/system/bin/surfaceflinger,
228,4305,151,2.9,[bat_thread_kthr],
228,4305,7295,1.4,/sbin/adbd,--root_seclabel=u:r:su:s0,
228,4305,153,1.4,[mmcqd/0],
228,4305,2035,1.4,[kworker/0:1],
229,4315,16263,17.8,com.letv.android.weather,android.weather
229,4315,251,10.7,/system/bin/surfaceflinger,
229,4315,834,3.5,system_server,
229,4315,7295,3.5,/sbin/adbd,--root_seclabel=u:r:su:s0,
229,4315,186,3.5,/sbin/ueventd,
229,4315,30912,3.5,[kworker/u16:8],
229,4315,127,3.5,[present_fence_w],
230,4325,2976,26.6,com.android.launcher3,droid.launcher3
230,4325,251,13.3,/system/bin/surfaceflinger,
230,4325,28623,6.6,[hif_thread],
231,4335,31804,44,procrank,
232,4345,1878,4.7,com.android.systemui,ndroid.systemui
232,4345,1002,4.7,uiautomator,
233,4355,2976,40.8,com.android.launcher3,droid.launcher3
233,4355,251,8.1,/system/bin/surfaceflinger,
233,4355,7154,8.1,[kworker/u16:4],
233,4355,28623,8.1,[hif_thread],
234,4365,57,1.4,[cfinteractive],
235,4375,834,7.1,system_server,
236,4385,16263,16.1,com.letv.android.weather,android.weather
236,4385,834,5.3,system_server,
236,4385,1002,5.3,uiautomator,
236,4385,186,5.3,/sbin/ueventd,
236,4385,57,5.3,[cfinteractive],
236,4385,2035,5.3,[kworker/0:1],
237,4395,151,16.6,[bat_thread_kthr],
237,4395,2035,8.3,[kworker/0:1],
238,4405,834,9,system_server,
238,4405,10729,6,system:ui,
238,4405,10836,3,com.letv.android.LetvShareProvider,tvShareProvider
238,4405,7295,3,/sbin/adbd,--root_seclabel=u:r:su:s0,
238,4405,1000,3,logcat,-v time,
238,4405,153,3,[mmcqd/0],
238,4405,3,3,[ksoftirqd/0],
238,4405,10,3,[rcu_sched],
240,4425,2634,6,com.android.phone,m.android.phone
240,4425,11106,5,com.android.mms,
240,4425,834,4,system_server,
240,4425,7295,4,/sbin/adbd,--root_seclabel=u:r:su:s0,
240,4425,153,2,[mmcqd/0],
240,4425,151,2,[bat_thread_kthr],
240,4425,1878,1,com.android.systemui,ndroid.systemui
240,4425,4286,1,android.process.acore,d.process.acore
240,4425,1000,1,logcat,-v time,
240,4425,127,1,[present_fence_w],
240,4425,2035,1,[kworker/0:1],
241,4435,11106,12.5,com.android.mms,
241,4435,834,6.2,system_server,
241,4435,251,6.2,/system/bin/surfaceflinger,
241,4435,7295,6.2,/sbin/adbd,--root_seclabel=u:r:su:s0,
241,4435,151,6.2,[bat_thread_kthr],
242,4445,2976,35.6,com.android.launcher3,droid.launcher3
242,4445,251,14.2,/system/bin/surfaceflinger,
242,4445,1000,7.1,logcat,-v time,
242,4445,14929,7.1,[kworker/u16:6],
